clean_text,conversation_id,id,,,meta.tag,reply_to,speaker,text,timestamp,vectors
"You apparently have somebody there, in one. ",3057-0,3057-6,,,"[['You apparently have somebody there, in one. /', 'qy^d']]",3057-5,1264,"You apparently have somebody there, in one. /",,[]
Should we have fought them harder? Used more weapons equal to their chemical weapons that werent used? ,2373-0,2373-11,,,"[['Should we have fought them harder?  /', 'qy'], [""Used more weapons equal to their chemical weapons that weren't used? /"", 'qy^d']]",2373-10,1120,Should we have fought them harder?  /Used more weapons equal to their chemical weapons that weren't used? /,,[]
" Oh,  you agree with Schwartzkopf who says,  uh,  Drive on into Baghdad. ",2373-0,2373-13,,,"[['{F Oh, } you agree with Schwartzkopf who says, {F uh, }  Drive on into Baghdad. /', 'qy^d']]",2373-12,1120,"{F Oh, } you agree with Schwartzkopf who says, {F uh, }  Drive on into Baghdad. /",,[]
 But  wouldnt it be wonderful. ,2373-0,2373-33,,,"[[""{C But } wouldn't it be wonderful. /"", 'qy^d']]",2373-32,1120,{C But } wouldn't it be wonderful. /,,[]
" Oh,  youve never,",2373-0,2373-53,,,"[[""{F Oh, } you've never,"", 'qy^d']]",2373-52,1120,"{F Oh, } you've never,",,[]
The Rocky Mountains? ,2373-0,2373-57,,,"[['The Rocky Mountains? /', 'qy^d']]",2373-56,1120,The Rocky Mountains? /,,[]
Yellowstone? ,2373-0,2373-59,,,"[['Yellowstone? /', 'qy^d']]",2373-58,1120,Yellowstone? /,,[]
 three thousand feet? ,2373-0,2373-87,,,"[['-- three thousand feet? /', 'qy^d']]",2373-86,1120,-- three thousand feet? /,,[]
Close to sea level? ,2373-0,2373-89,,,"[['Close to sea level? /', 'qy^d']]",2373-88,1120,Close to sea level? /,,[]
" Uh,  the farthest away from home? ",2373-0,2373-98,,,"[['{F Uh, } the farthest away from home? /', 'qy^d']]",2373-97,1209,"{F Uh, } the farthest away from home? /",,[]
"Savings and loans,  uh,  ",2373-0,2373-129,,,"[['Savings and loans, {F uh, } /', 'qy^d']]",2373-128,1120,"Savings and loans, {F uh, } /",,[]
She just recently started working then. ,2623-0,2623-72,,,"[['She just recently started working then. /', 'qy^d']]",2623-71,1117,She just recently started working then. /,,[]
"giving us things to do with the children.  And   uh,  we try to take a vacation with them every year, camping of some sort, something that wasnt expensive.  And,   uh,  our youngest is,  uh,  expecting her first baby.  So,   theyre,  theyre  all out and on their own. noise Theyre,   and  we have one to get married yet .  And  theyll all be married.  Uh,   and   theyre,  theyre  all doing pretty good. They,  uh,    T  lives in Pittsburgh, you probably dont know where that is. ",2623-0,2623-86,,,"[['giving us things to do with the children.  /', '+'], [""{C And } {F uh, } we try to take a vacation with them every year, camping of some sort,  something that wasn't expensive.  /"", 'sd'], ['{C And, } {F uh, } our youngest is, {F uh, }  expecting her first baby.  /', 'sd'], [""{C So, }  [ they're, + they're ] all out and on their own.  /"", 'sd'], [""<noise> They're, - /"", '%'], ['{C and } we have one to get married yet <laughter>.  /', 'sd'], [""{C And } they'll all be married.  /"", 'sd'], [""{F Uh, } {C and } [ they're, + they're ] all doing pretty good.  /"", 'sd'], ['They, {F uh, } - /', '%'], [""(( T ))  lives in Pittsburgh, you probably don't know where that is. /"", 'qy^d']]",2623-85,1117,"giving us things to do with the children.  /{C And } {F uh, } we try to take a vacation with them every year, camping of some sort,  something that wasn't expensive.  /{C And, } {F uh, } our youngest is, {F uh, }  expecting her first baby.  /{C So, }  [ they're, + they're ] all out and on their own.  /<noise> They're, - /{C and } we have one to get married yet <laughter>.  /{C And } they'll all be married.  /{F Uh, } {C and } [ they're, + they're ] all doing pretty good.  /They, {F uh, } - /(( T ))  lives in Pittsburgh, you probably don't know where that is. /",,[]
"Which your income would be a lot better,now. Yeah. ",2623-0,2623-158,,,"[['Which your income would be a lot better,', 'qy^d'], ['now. /', '+'], ['Yeah. /', 'b']]",2623-157,1117,"Which your income would be a lot better,now. /Yeah. /",,[]
" And   you, ",2623-0,2623-180,,,"[['{C And } [ you, +', 'qy^d']]",2623-179,1117,"{C And } [ you, +",,[]
 So  its the rambler style. ,3184-0,3184-26,,,"[[""{C So } it's the rambler style. /"", 'qy^d']]",3184-25,1361,{C So } it's the rambler style. /,,[]
" And  youre in Minneapolis, ",3255-0,3255-41,,,"[[""{C And } you're in Minneapolis, /"", 'qy^d']]",3255-40,1352,"{C And } you're in Minneapolis, /",,[]
" that  weve,  weve  really liked,  and  theres a variety. Some of them is,  uh,  BLACK ADDER or GOOD NEIGHBORS or YES, PRIME MINISTER and ARE YOU BEING SERVED? ",3257-0,3257-29,,,"[[""-- that [ we've, + we've ] really liked,  /"", '+'], [""{C and } there's a variety.  /"", 'sd'], ['Some of them is, {F uh, } BLACK ADDER or GOOD NEIGHBORS or YES, PRIME MINISTER and ARE YOU BEING SERVED? /', 'qy^d']]",3257-28,1415,"-- that [ we've, + we've ] really liked,  /{C and } there's a variety.  /Some of them is, {F uh, } BLACK ADDER or GOOD NEIGHBORS or YES, PRIME MINISTER and ARE YOU BEING SERVED? /",,[]
"Yeah, the,  you mean talking about the funny home videos and stuff  ",3257-0,3257-79,,,"[['Yeah,  /', 'ny'], ['the, - /', '%'], ['you mean talking about the funny home videos and  stuff -- /', 'qy^d']]",3257-78,1415,"Yeah,  /the, - /you mean talking about the funny home videos and  stuff -- /",,[]
 And  you like it? ,3769-0,3769-75,,,"[['{C And } you like it? /', 'qy^d']]",3769-74,1481,{C And } you like it? /,,[]
"Uhhuh.  You,  you  would be in favor of it? ",2929-0,2929-4,,,"[['Uh-huh.  /', 'b'], ['[ You, + you ] would be in favor of it? /', 'qy^d']]",2929-3,1263,"Uh-huh.  /[ You, + you ] would be in favor of it? /",,[]
 So.   Now  have you been to Applebees. ,3419-0,3419-111,,,"[[""{D So. } {D Now } have you been to Applebee's. /"", 'qy^d']]",3419-110,1415,{D So. } {D Now } have you been to Applebee's. /,,[]
Its eight and a quarter I think. ,2915-0,2915-13,,,"[[""It's eight and a quarter I think. /"", 'qy^d']]",2915-12,1260,It's eight and a quarter I think. /,,[]
" Oh,  I thought you were going to say something. ",2915-0,2915-24,,,"[['{F Oh, } I thought you were going to say something. /', 'qy^d']]",2915-23,1258,"{F Oh, } I thought you were going to say something. /",,[]
"its not as bad as being single and divorced,  but   its sort of like,  if you have like  X point five children and earn,  you know,  you kind of get hit with,  you know,    I,   I mean,  it  doesnt even pay for me to earn a good wage, because,  doesnt that sound stupid. ",2915-0,2915-44,,,"[[""it's not as bad as being single and divorced,  /"", 'sv'], [""{C but } [ it's sort of like, + if you have like ] X point five children and earn, {D you know, } you kind of get hit with, {D you know, } - /"", 'sv'], [""[ I, + {E I mean, } it ] doesn't even pay for me to earn a good wage, because, - /"", 'sv'], [""doesn't that sound stupid. /"", 'qy^d']]",2915-43,1258,"it's not as bad as being single and divorced,  /{C but } [ it's sort of like, + if you have like ] X point five children and earn, {D you know, } you kind of get hit with, {D you know, } - /[ I, + {E I mean, } it ] doesn't even pay for me to earn a good wage, because, - /doesn't that sound stupid. /",,[]
" So   youre,  youre  not that far north then, okay. ",2921-0,2921-98,,,"[[""{C So } [ you're, + you're ] not that far north then,  /"", 'qy^d'], ['okay. /', 'bk']]",2921-97,1043,"{C So } [ you're, + you're ] not that far north then,  /okay. /",,[]
"You dont use any credit cards, I dont imagine. ",3332-0,3332-2,,,"[[""You don't use any credit cards, I don't imagine. /"", 'qy^d']]",3332-1,1425,"You don't use any credit cards, I don't imagine. /",,[]
"Such as how much time,  well,   Ill ask, how much time do you spend with your children,  and  how many do you have? ",3533-0,3533-4,,,"[['Such as how much time, {D well, } - /', 'qy^d'], [""I'll ask,  /"", 'cc'], ['how much time do you spend with your children,  /', 'qw'], ['{C and } how many do you have? /', 'qw']]",3533-3,1415,"Such as how much time, {D well, } - /I'll ask,  /how much time do you spend with your children,  /{C and } how many do you have? /",,[]
"They have mostly small mouth in them  or,  ",2874-0,2874-5,,,"[['They have mostly small mouth in them  /', 'qy^d'], ['{C or, } -/', '%']]",2874-4,1028,"They have mostly small mouth in them  /{C or, } -/",,[]
" Well,  you have vacation,  I mea,  ",2897-0,2897-17,,,"[['{D Well, } you have vacation,  {E I mea-, } /', 'qy^d']]",2897-16,1258,"{D Well, } you have vacation,  {E I mea-, } /",,[]
"Thats so awful.  Well,  what about in New York. I guess youve gone that way, maybe. ",2262-0,2262-74,,,"[[""That's so awful.  /"", 'ba'], ['{D Well, } what about in New York.  /', 'qh'], [""I guess you've gone that way, maybe. /"", 'qy^d']]",2262-73,1043,"That's so awful.  /{D Well, } what about in New York.  /I guess you've gone that way, maybe. /",,[]
" Oh,  you dont. ",2262-0,2262-112,,,"[[""{F Oh, } you don't. /"", 'qy^d']]",2262-111,1043,"{F Oh, } you don't. /",,[]
"Okay,  so  it was in home child care. You took them to someones home? ",3451-0,3451-9,,,"[['Okay,  /', '+'], ['{C so } it was in home child care.  /', 'sd'], [""You took them to someone's home? /"", 'qy^d']]",3451-8,1423,"Okay,  /{C so } it was in home child care.  /You took them to someone's home? /",,[]
They have? ,2121-0,2121-44,,,"[['They have? /', 'qy^d']]",2121-43,1087,They have? /,,[]
" Uh,  Im not really sure. You think   that,  that,   that   the,   uh,  the  trucking  indus,  industry  is that,  uh,  incompetent, that they wouldnt,  you know,   fuel  is,  is  one of their biggest costs. ",2121-0,2121-86,,,"[[""{F Uh, } I'm not really sure.  /"", 'no'], [""You think [ [ that, + that, ] + that ] [ the, + {F uh, } the ] trucking [ indus-, + industry ] is that, {F uh, } incompetent, that they wouldn't, {D you know, } - /"", 'qy^d'], ['fuel [ is, + is ] one of their biggest costs. /', 'sd']]",2121-85,1087,"{F Uh, } I'm not really sure.  /You think [ [ that, + that, ] + that ] [ the, + {F uh, } the ] trucking [ indus-, + industry ] is that, {F uh, } incompetent, that they wouldn't, {D you know, } - /fuel [ is, + is ] one of their biggest costs. /",,[]
I heard that was hard to get tickets to. ,2131-0,2131-104,,,"[['I heard that was hard to get tickets to. /', 'qy^d']]",2131-103,1128,I heard that was hard to get tickets to. /,,[]
"songs, Smiley Burnette, I dont know if you were old enough to remember  him   him.  ",2131-0,2131-171,,,"[['songs,  /', '+'], [""Smiley Burnette, I don't know if you were old enough to remember [ him + <music> him.  ] /"", 'qy^d']]",2131-170,1126,"songs,  /Smiley Burnette, I don't know if you were old enough to remember [ him + <music> him.  ] /",,[]
Okay. I guess you dont enjoy that very much. ,2229-0,2229-10,,,"[['Okay.  /', 'bk'], [""I guess you don't enjoy that very much. /"", 'qy^d']]",2229-9,1075,Okay.  /I guess you don't enjoy that very much. /,,[]
"Yeah, I havent decided  whether,  whether  I want to play yet or not I just bought myself a solo flex machine, I dont know if youve seen those advertised on T V. ",2229-0,2229-20,,,"[['Yeah,  /', 'ny'], [""I haven't decided [ whether, + whether ] I want to play yet or not  /"", 'sd^e'], ['I just bought myself a solo flex machine,  /', 'sd'], [""I don't know if you've seen those advertised on T V. /"", 'qy^d']]",2229-19,1075,"Yeah,  /I haven't decided [ whether, + whether ] I want to play yet or not  /I just bought myself a solo flex machine,  /I don't know if you've seen those advertised on T V. /",,[]
"Do they. Are the,  yeah   theyre still,  theyre still,   hes still  doing it then,  uh.  ",2229-0,2229-139,,,"[['Do they. /', 'bh'], ['Are the-, - /', '%'], ['yeah  /', 'b'], [""[ [ they're still, + they're still, ] + he's still ] doing it then, {F uh. } /"", 'qy^d']]",2229-138,1139,"Do they. /Are the-, - /yeah  /[ [ they're still, + they're still, ] + he's still ] doing it then, {F uh. } /",,[]
" And   theres,  theres  no waiting period on that. ",2434-0,2434-133,,,"[[""{C And } [ there's, + there's  ] no waiting period on that. /"", 'qy^d']]",2434-132,1019,"{C And } [ there's, + there's  ] no waiting period on that. /",,[]
"That was what, twelve years ago, I guess. ",2461-0,2461-68,,,"[['That was what, twelve years ago, I guess. /', 'qy^d']]",2461-67,1102,"That was what, twelve years ago, I guess. /",,[]
 Yeah.  You kind of wonder what really happened. ,2503-0,2503-97,,,"[['# Yeah.  /', 'b'], ['# You kind of wonder what really happened. /', 'qy^d']]",2503-96,1019,# Yeah.  /# You kind of wonder what really happened. /,,[]
"You say you ride about a hundred, hundred fifty miles a week? ",2724-0,2724-97,,,"[['You say you ride about a hundred, hundred fifty miles a week? /', 'qy^d']]",2724-96,1087,"You say you ride about a hundred, hundred fifty miles a week? /",,[]
 So  theyre professionals? ,2836-0,2836-41,,,"[[""{C So } they're professionals? /"", 'qy^d']]",2836-40,1255,{C So } they're professionals? /,,[]
" Oh  yeah, another bedroom. ",3756-0,3756-4,,,"[['{F Oh } yeah,  /', 'b'], ['another bedroom. /', 'qy^d']]",3756-3,1488,"{F Oh } yeah,  /another bedroom. /",,[]
The blowers? ,3756-0,3756-62,,,"[['The blowers? /', 'qy^d']]",3756-61,1488,The blowers? /,,[]
 where this boy had been stealing cars. I dont know ,2335-0,2335-48,,,"[['-- where this boy had been stealing cars.  /', '+'], [""I don't know --"", 'qy^d']]",2335-47,1175,-- where this boy had been stealing cars.  /I don't know --,,[]
Yeah. What about with adults? Anything do any about   adult crime. ,2335-0,2335-59,,,"[['Yeah.  /', 'b'], ['What about with adults?  /', 'qo'], ['Anything do any about (( )) adult crime. /', 'qy^d']]",2335-58,1063,Yeah.  /What about with adults?  /Anything do any about (( )) adult crime. /,,[]
"Yeah, well if youre off, off, of a, you know, away from a road,  and.  Youre off of the main road, you said? ",2505-0,2505-81,,,"[['Yeah,  /', 'b'], [""well if you're off, off, of a, you know, away from a road, - /"", 'sv'], ['and. - /', '%'], [""You're off of the main road, you said? /"", 'qy^d']]",2505-80,1153,"Yeah,  /well if you're off, off, of a, you know, away from a road, - /and. - /You're off of the main road, you said? /",,[]
"Yeah, yeah. We, she, shes the middle one? ",2505-0,2505-117,,,"[['Yeah,  /', 'b'], ['yeah.  /', 'b^r'], [""We-, she, she's the middle one? /"", 'qy^d']]",2505-116,1153,"Yeah,  /yeah.  /We-, she, she's the middle one? /",,[]
"Youre a, so youre a senior now. ",2632-0,2632-52,,,"[[""You're a, so you're a senior now. /"", 'qy^d']]",2632-51,1154,"You're a, so you're a senior now. /",,[]
"N C State, thats a State University then. ",2632-0,2632-60,,,"[['N C State,  /', 'b^m'], [""that's a State University then. /"", 'qy^d']]",2632-59,1154,"N C State,  /that's a State University then. /",,[]
I see. And youre from there also? ,2632-0,2632-62,,,"[['I see.  /', 'b'], [""And you're from there also? /"", 'qy^d']]",2632-61,1154,I see.  /And you're from there also? /,,[]
"Never heard of the, uh, Tarheels? ",2632-0,2632-125,,,"[['Never heard of the, uh, Tarheels? /', 'qy^d']]",2632-124,1007,"Never heard of the, uh, Tarheels? /",,[]
